Extrspeed_2,Extrtemp_2,Extrtempbarr_2_1,Extrtempbarr_2_2,Extrpressure_2_1,Extrpressure_2_2,Extrtempstock_2,PLCtime
0,59.97471,49.99063,60.01166,4.857494,0,74.2,
0,59.97588,49.98085,60.00801,4.850261,0,74.3,
0,60.01815,50.03467,60.02074,4.850261,0,74.2,
0,60.01873,49.98303,59.97905,4.857494,0,74.3,
0,59.96691,50.00566,59.98594,4.857494,0,74.3,
0,59.99644,50.00753,60.00801,4.861111,0,74.4,
0,60.06004,49.98336,60.00111,4.864728,0,74.4,
0,59.98154,49.9925,59.99942,4.861111,0,74.3,
0,59.94596,49.99752,60.00899,4.864728,0,74.4,
0,60.05535,50.01603,59.99729,4.871962,0,74.5,
0,60.04321,49.98933,60.00381,4.875579,0,74.5,
0,59.94444,50.00127,60.00454,4.871962,0,74.4,
0,59.98018,50.00142,59.99964,4.868345,0,74.4,
0,60.07506,49.97243,60.01158,4.857494,0,74.5,
0,59.99635,50.02068,59.9931,4.850261,0,74.2,
0,59.91488,49.9823,60.00646,4.853878,0,74.5,
0,60.02982,50.00917,59.9958,4.850261,0,74.2,
0,60.04654,50.02037,59.98862,4.853878,0,74.5,
0,59.9662,49.98714,60.00787,4.83941,0,74.4,
0,59.95699,49.99571,60.01107,4.817708,0,74.6,
0,60.05834,50.00434,60.00161,4.806858,0,74.2,
0,59.99436,49.98846,59.99067,4.821325,0,74.4,
0,59.95274,49.99593,59.98382,4.83941,0,74.6,
0,60.0405,50.00595,60.01941,4.850261,0,74.4,
0,60.05732,49.9906,59.97528,4.871962,0,74.5,
0,59.97614,50.00837,59.99184,4.853878,0,74.3,
0,59.94033,49.99591,59.99749,4.843027,0,74.3,
0,60.04251,50.00359,60.00576,4.846643,0,74.3,
0,60.0604,49.99676,60.0099,4.864728,0,74.5,
0,59.96227,49.99196,60.02078,4.89728,0,74.5,
0,59.96628,50.00421,59.99527,4.908131,0,74.5,
0,60.05039,50.00417,60.00414,4.940683,0,74.7,
0,59.99652,50.00445,59.9933,4.966001,0,74.8,
0,59.95679,49.98982,59.99044,4.969618,0,74.7,
0,60.03459,49.99242,60.0111,4.976852,0,74.7,
0,60.06257,49.99719,60.00141,4.987702,0,74.8,
0,59.97097,49.99152,59.98426,4.994936,0,74.7,
0,59.93181,50.01126,60.00554,4.994936,0,74.6,
0,60.05677,50.01232,59.98578,4.994936,0,74.7,
0,60.05008,50.00094,59.99872,4.998553,0,75,
0,59.89037,49.99714,60.00623,5.013021,0,75,
0,59.95157,50.01028,59.99966,5.020255,0,75,
0,60.07475,50.00922,59.97247,5.023871,0,75.10001,
0,60.0319,49.99565,60.03193,5.031106,0,75,
0,59.95466,49.98642,60.00191,5.034722,0,75.10001,
0,60.03016,50.00963,59.97319,5.041956,0,74.9,
0,60.04993,49.98557,60.02011,5.041956,0,75,
0,59.97511,49.9855,59.98806,5.04919,0,75,
0,59.96503,50.01427,59.98461,5.052807,0,75.10001,
0,60.04884,50.00026,60.00361,5.052807,0,75.3,
0,60.03148,49.9911,60.01836,5.067275,0,75.3,
0,59.96769,49.99681,60.01417,5.070891,0,75.2,
0,59.9944,50.00197,60.04782,5.070891,0,75.2,
0,60.07369,50.00654,60.00304,5.074508,0,75.3,
0,60.02504,50.00721,59.99628,5.078125,0,75.3,
0,59.92447,49.99076,59.99646,5.085359,0,75.5,
0,60.00103,50.00955,60.00916,5.078125,0,75.4,
0,60.07501,50.02147,60.0022,5.081742,0,75.5,
0,59.98851,49.99463,59.99864,5.085359,0,75.4,
0,59.9049,50.01651,60.01322,5.110677,0,75.5,
0,60.02518,49.99043,60.00038,5.128762,0,75.6,
0,60.11154,49.99973,60.01088,5.132379,0,75.6,
0,59.93469,50.01296,59.99425,5.143229,0,75.7,
0,59.85904,50.00312,60.00265,5.143229,0,75.6,
0,60.07833,50.00802,59.98717,5.157697,0,75.6,
0,60.08616,49.98978,59.9994,5.15408,0,75.8,
0,59.89751,49.99876,60.00837,5.179398,0,75.8,
0,59.91645,50.00168,59.97892,5.197483,0,75.8,
0,60.09195,49.99745,59.98435,5.204716,0,75.9,
0,60.10192,49.97206,59.99127,5.21195,0,75.8,
0,59.86626,49.98939,59.98315,5.222801,0,75.9,
0,59.89407,50.00909,60.01287,5.226418,0,76,
0,60.12273,50.00262,59.99409,5.233652,0,76.2,
0,60.13751,50.00835,59.98228,5.237268,0,76.2,
0,59.89219,49.99397,59.9955,5.248119,0,76.2,
0,59.85408,50.01104,59.97098,5.255353,0,76.3,
0,60.06631,50.0122,59.99712,5.25897,0,76.3,
0,60.20144,49.98317,60.01254,5.266204,0,76.60001,
0,59.96259,50.00008,60.03201,5.269821,0,76.60001,
0,59.76994,50.0085,59.97683,5.273438,0,76.5,
0,59.95024,50.00431,60.00716,5.273438,0,76.60001,
0,60.18665,49.98722,59.9935,5.284288,0,76.60001,
0,60.15501,50.00317,59.99638,5.298756,0,76.9,
0,59.80824,49.99439,60.02251,5.309607,0,77,
0,59.76461,49.99091,59.99009,5.31684,0,76.9,
0,59.97192,50.01272,59.99462,5.338542,0,76.9,
0,60.22629,49.97137,60.00403,5.342159,0,77.2,
0,60.25638,50.01346,59.98697,5.356626,0,77.1,
0,59.84383,49.9983,60.00782,5.371094,0,77.2,
0,59.66092,49.99134,59.99408,5.381944,0,77.3,
0,59.85135,50.00738,60.01604,5.385561,0,77.5,
0,60.06774,50.01279,60.01335,5.400029,0,77.8,
0,60.31984,49.99739,60.00503,5.418113,0,77.8,
0,60.23658,49.99881,59.98267,5.425347,0,77.8,
0,59.76743,50.02369,60.02673,5.439815,0,78,
0,59.65103,49.99206,59.99644,5.447049,0,78.1,
0,59.84176,50.01401,60.00218,5.465133,0,78.2,
0,60.06755,50.00356,60.00959,5.475984,0,78.4,
0,60.2999,50.00731,60.02661,5.490451,0,78.5,
0,60.40137,50.00095,60.00288,5.494068,0,78.7,
0,59.84159,50.00612,59.99623,5.508536,0,78.8,
0,59.42116,50.01378,59.99236,5.523004,0,79.10001,
0,59.59676,50.00261,60.02438,5.537471,0,79.3,
0,59.83132,50.0104,59.99146,5.555556,0,79.5,
0,60.04585,50.00444,59.98439,5.577257,0,79.6,
0,60.30035,49.99998,60.02023,5.588108,0,79.6,
0,60.59642,49.97562,59.98662,5.595341,0,79.7,
0,60.4303,50.03416,59.9937,5.617043,0,80.2,
0,59.56108,49.99452,59.9705,5.635128,0,80.5,
0,59.16314,49.94737,60.00718,5.656829,0,80.7,
0,59.37859,49.97696,60.01951,5.67853,0,80.9,
0,59.66369,50.07268,60.01023,5.707465,0,81.3,
0,59.96938,49.97434,60.00391,5.740017,0,81.4,
0,60.30437,49.87129,59.97029,5.776186,0,81.7,
0,60.61723,49.91757,59.99953,5.819589,0,82,
15.00061,60.93683,49.96456,60.00243,5.870225,0,82.3,
15.00061,60.53449,50.01169,59.99445,5.920862,0,82.7,
14.99847,58.7948,50.0859,60.01198,5.960648,0,82.9,
14.99847,57.73417,50.1885,60.01269,5.996817,0,83.10001,
15.00061,57.98911,50.08041,59.95821,6.061921,0,83.7,
15.00061,58.37508,49.62378,60.04333,6.116175,0,84.2,
15.00061,58.91198,49.79829,60.03693,6.184896,0,84.5,
14.99847,59.56454,50.22242,59.83736,6.264468,0,85,
15.00061,60.27404,50.33533,59.95702,6.340423,0,85.4,
14.99847,60.94694,49.94492,60.10696,6.41276,0,85.2,
14.99847,61.66714,49.28439,60.25327,6.5068,0,86,
15.00061,62.34069,50.24586,59.74771,6.608073,0,86.10001,
15.00061,63.00392,50.5306,59.44809,6.694879,0,88.50001,
14.99847,63.6405,49.74585,60.37967,6.77445,0,102.7,
0,64.32172,49.22471,60.51271,6.817852,0,99.5,
0,64.91291,50.49648,59.63747,6.72743,0,103.3,
0,65.43595,50.66874,59.25462,6.709346,0,105.8,
0,65.78545,49.26218,60.84916,6.901042,0,110.4,
31.86829,65.94401,47.79249,59.73766,42.466,50.94401,125.6,
28.5614,65.98655,51.58595,58.97803,49.88064,60.76389,120.6,
25.72021,66.00102,50.75595,61.05683,50.43765,61.33174,117.6,
26.33331,65.95501,48.09429,59.50581,50.45573,60.85069,118,
26.0556,65.94463,50.03894,59.33224,50.53531,61.47281,119.7,
25.9317,65.93583,51.58525,61.0216,50.24594,61.85257,119.4,
26.61743,65.90122,49.26673,59.30779,49.96021,60.55411,117.4,
26.19446,65.8657,48.35169,59.72861,50.47382,61.58493,119,
25.37842,65.82219,51.74154,60.98621,50.24594,61.7947,119.7,
25.45959,65.78085,50.66754,59.32605,50.3653,61.48727,119.6,
26.68365,65.67175,47.73481,59.83818,49.76852,60.95197,117.7,
26.49353,65.59001,50.62881,60.95875,50.13744,61.22685,119.8,
26.68152,65.53646,51.35678,59.16011,50.73423,62.23958,119,
26.18591,65.46551,49.01745,59.97157,50.10489,61.23771,119,
25.75439,65.43071,48.83139,60.99154,50.32191,61.50897,118.9,
25.15625,65.354,51.69611,59.11651,50.36892,62.31192,116.8,
25.12207,65.29508,50.30964,60.29772,50.4919,60.659,118.5,
26.29059,65.20779,47.71527,60.88611,50.62934,61.99725,118.3,
26.44012,65.15659,51.31349,58.99755,50.51722,61.49812,119.9,
26.22864,65.08299,50.94585,60.72129,50.45573,61.06409,120.1,
26.3974,65.02457,48.51878,60.84137,50.14106,61.36068,118.8,
26.40167,64.95919,49.80339,58.9098,50.31829,61.67896,121.1,
26.39954,64.88094,51.59049,61.05529,51.15741,62.89786,118.6,
26.39954,64.80132,49.39882,60.72182,50.67998,62.06959,119.1,
26.39954,64.70642,48.13866,58.78526,50.38701,61.32813,120.8,
26.40167,64.59978,51.71579,61.19138,50.27127,61.69705,118.2,
26.39526,64.49242,50.69671,60.64128,50.66189,61.61024,119,
26.39313,64.37171,47.882,58.56322,50.02894,60.04774,120.2,
26.3974,64.21268,50.29602,61.24244,49.99638,60.75304,118.1,
26.39526,64.05073,51.50037,60.60984,50.18085,60.49985,119.7,
26.39526,63.92141,49.13828,58.53131,50.41233,60.37326,119.5,
26.40381,63.77927,48.48078,61.26021,50.17361,60.48901,118.5,
26.39954,63.6265,51.71011,60.52365,50.26042,60.27561,120.3,
26.39313,63.46148,50.56866,58.3536,49.96021,60.28284,117.7,
26.40594,63.3273,47.70642,61.17811,50.86806,61.2811,119.7,
26.40594,63.1715,50.80846,60.44402,50.83912,61.15451,118.4,
26.39954,63.03844,51.17453,58.21115,49.97107,60.45284,118.7,
26.3974,62.92377,48.83978,61.17991,49.64916,59.62094,118.2,
26.39954,62.8709,49.34062,60.32045,51.42144,63.02445,113.4,
20.99487,62.86859,51.45015,58.19922,48.26751,57.83059,111.7,
20.99487,62.83983,50.07782,61.03168,48.10113,58.48163,111,
20.99915,62.81026,47.96391,60.36143,47.54051,57.90654,111.5,
20.99915,62.79142,51.30047,58.3578,48.37601,59.1399,113.3,
20.99701,62.70952,50.8669,61.06732,48.09389,58.648,114.6,
21.00128,62.64157,48.6361,60.45052,47.9239,58.26099,112.8,
20.99915,62.59048,49.66156,58.49919,48.04326,57.59549,110.9,
20.99487,62.51993,51.45773,61.02692,48.5243,58.25015,110.9,
20.99701,62.45679,49.80293,60.52077,48.99088,58.91566,111,
21.00342,62.38155,48.17356,58.80724,48.74132,59.64627,111.5,
20.99701,62.34101,51.51414,60.98725,48.85344,59.84882,111.5,
20.99701,62.24994,50.71561,60.58054,48.70877,59.63903,112,
20.99701,62.20308,48.18506,58.82945,48.63643,59.08565,112.4,
20.99915,62.12132,50.12413,61.03075,48.82813,59.25202,112.5,
20.99701,62.08373,51.4572,60.62389,48.4592,58.6046,112.9,
20.99487,62.05013,49.31869,58.82077,48.71238,58.93374,113.5,
21.00128,62.02379,48.63299,60.91014,48.4592,58.74928,113.7,
21.00342,62.03239,51.51436,60.68196,48.2458,58.95544,113.7,
20.99915,62.0168,50.416,59.03439,48.84259,60.02604,112.4,
20.99701,62.02163,47.82297,60.9319,47.7322,58.44907,111,
20.99487,62.0188,50.92346,60.72925,47.96369,58.6697,111,
21.00128,61.98585,51.02318,58.93785,48.24942,58.19951,111.9,
20.99915,61.93776,48.84443,60.85712,48.39771,58.21759,112.9,
20.99274,61.88385,49.14885,60.67965,47.9239,57.68591,113.2,
20.99274,61.84552,51.47966,59.09753,47.54774,58.16334,113.3,
20.99701,61.8086,50.08011,60.75835,47.33796,58.24653,112.7,
20.99487,61.78407,48.30221,60.64481,48.36516,60.04413,111.1,
20.99487,61.87713,51.22876,59.25352,48.79557,60.05498,106.5,
15.59662,61.99451,50.7643,60.29472,44.89294,54.01114,105.3,
15.59875,62.1249,48.73271,60.68632,45.19676,55.45066,105,
15.59875,62.25149,49.83163,59.575,45.24378,55.02026,105.9,
15.60089,62.41748,51.29863,59.54206,45.21484,54.31496,107.5,
15.60303,62.58106,49.72045,60.74006,45.05209,55.49045,107.3,
15.59875,62.79253,48.23263,59.95772,44.56742,54.26432,106,
15.60089,62.96218,51.33219,58.86786,45.3342,54.86111,106,
15.60303,63.18517,50.677,60.81663,45.31612,55.46875,105.2,
15.59875,63.37284,48.42902,60.20514,44.8206,54.98409,106.7,
15.59875,63.59427,50.10695,58.38337,44.35402,53.62775,108,
15.59448,63.80162,51.28672,60.93117,45.21484,55.12515,107,
15.59875,64.03786,49.48222,60.27008,44.78443,54.79239,106.1,
15.60303,64.26471,48.43651,58.28492,44.49146,54.02923,105.6,
15.59662,64.47519,51.40109,60.96336,45.14974,54.38729,106.3,
15.60089,64.6685,50.59172,60.38735,45.00506,55.29152,108.7,
15.59875,64.84476,48.1056,58.35077,44.96528,54.81771,108.8,
15.59875,64.96161,50.1987,61.11295,44.42636,52.86097,109.7,
15.60089,64.98271,51.43676,60.47669,43.7283,52.17014,114.6,
25.79071,64.95272,49.0751,58.24463,49.55512,59.55223,119.5,
25.79926,64.92824,48.58194,61.26899,49.64554,59.47627,119.7,
25.79926,64.91026,51.65727,60.4013,49.60576,60.59028,117.7,
25.79498,64.89907,50.40808,58.02281,49.20428,60.0803,117.7,
25.79712,64.88491,47.72757,61.23331,49.7649,60.58304,119.1,
25.79712,64.84182,51.13301,60.3885,49.6781,59.62818,119.9,
25.80139,64.79906,50.95027,57.9464,49.87341,60.17072,118.4,
25.79712,64.7622,48.61782,61.215,49.54427,60.59028,117.2,
25.79926,64.68024,49.4934,60.34489,50.29297,60.91218,117.7,
25.79498,64.59219,51.58887,57.81135,49.98915,60.24667,119.1,
25.79926,64.50823,49.68767,61.16962,50.22063,60.85431,119.6,
25.79926,64.4101,47.94301,60.32262,50.0217,61.65726,119.9,
25.79926,64.29518,51.63777,58.00643,49.84447,61.34983,118.3,
25.79498,64.1674,50.77836,61.1807,49.66001,59.51968,116.8,
25.79498,64.1242,48.13546,60.2397,49.89511,60.68793,117,
25.80353,64.00439,50.10772,57.94402,49.4213,60.12008,118.6,
25.80139,63.92054,51.49411,61.14583,49.273,60.54688,119.3,
25.79285,63.83401,49.24722,60.20124,49.12833,58.74204,117.3,
25.80353,63.74894,48.43628,57.98167,49.35981,59.32075,117.4,
25.79712,63.64222,51.67389,61.15492,49.33449,60.28284,119,
25.79498,63.57929,50.55552,60.18903,48.96557,59.9537,117.6,
25.80139,63.50653,47.74987,58.19254,49.54427,60.04051,117.4,
25.79712,63.43876,50.75346,61.12718,49.7866,60.25752,116.8,
25.79926,63.33057,51.15491,60.10545,49.77213,60.43837,115.5,
25.79712,63.20815,48.90675,58.18515,48.97642,59.70414,117,
25.79498,63.07356,49.30885,61.13163,49.47555,59.86328,119.2,
25.79926,62.94049,51.52839,60.08005,48.61834,58.37312,116.6,
25.79712,62.79404,49.94544,58.40925,48.74132,58.92289,116.5,
25.79285,62.62289,47.88406,61.02424,48.59665,59.6318,118.6,
25.79712,62.46872,51.51201,60.03191,49.00897,60.12731,118.2,
25.79926,62.2749,50.80674,58.60275,49.18982,58.93735,116.2,
25.79926,62.1138,48.33889,61.01678,49.10301,59.76563,118.2,
25.79926,61.91422,49.8504,59.91751,48.66898,59.30267,118.4,
25.79926,61.76936,51.55643,58.89973,48.99088,60.02604,115.6,
25.79285,61.62216,49.43138,60.92837,48.90046,58.90842,115.4,
25.79498,61.5171,48.63946,59.7972,49.41406,59.66797,117,
25.80139,61.49647,51.47793,59.17313,49.60214,61.34983,111.8,
19.19617,61.51156,50.5241,60.85969,46.52054,56.07277,110,
19.19617,61.54905,47.85466,59.85693,46.19864,56.36212,108.5,
19.19617,61.56461,50.7146,58.95131,45.80078,55.28429,109.3,
19.1983,61.55241,51.19388,60.87666,46.83883,56.95168,111.1,
19.19617,61.55131,49.05899,59.99913,46.50246,56.62254,109.5,
19.1983,61.53502,48.9145,58.78461,46.09375,56.32957,108.6,
19.20044,61.54603,51.42325,60.8729,46.1046,56.81785,110.9,
19.20258,61.51206,50.36736,60.15926,46.31438,56.31149,109.4,
19.20471,61.53161,47.99249,58.44771,46.07928,56.42723,107.8,
19.1983,61.54649,51.15567,60.91308,46.2963,55.97512,108.9,
18.00201,61.59931,50.86683,60.22705,45.90205,55.93895,107.1,
17.99774,61.62238,48.82623,58.22097,45.41377,55.70385,109.6,
17.99774,61.66321,49.57701,61.0041,45.53675,56.0366,106.9,
17.99774,61.73952,51.33238,60.37146,45.82248,56.38021,108.3,
17.99988,61.822,49.96039,58.23669,45.33059,55.63512,109.2,
17.99774,61.86736,48.03211,61.05147,45.46441,55.1794,106.7,
17.99988,61.93047,51.30055,60.45609,45.15697,54.49942,109,
17.99988,62.00945,50.77035,58.57167,45.62355,54.93344,107.2,
17.99774,62.07808,48.63725,60.97783,45.34505,55.00217,108.1,
17.99988,62.13686,49.87997,60.57618,45.49696,55.4579,109.2,
18.00629,62.19899,51.34985,58.91096,45.46803,55.60257,106.8,
17.99774,62.26969,49.70182,60.96631,45.28718,55.93895,109.6,
17.99774,62.31974,48.23447,60.67378,45.31973,55.79789,107.1,
17.99774,62.35439,51.33726,59.03082,45.55122,55.41812,109.2,
17.99988,62.44257,50.71851,60.72897,45.43547,54.97685,108.9,
17.99988,62.50508,48.55527,60.71557,45.69951,55.35663,108.3,
17.99774,62.60314,49.85273,59.19228,45.17868,54.61878,109.6,
17.99774,62.73164,51.36988,60.28122,44.8423,54.31858,107.6,
17.99774,62.80158,49.64719,60.84321,45.60185,55.77618,108.6,
18.00415,62.8841,48.31192,59.27235,46.2963,57.35316,108.3,
17.99774,62.98018,51.42155,60.04825,45.99971,56.63701,107.2,
17.99774,63.08671,50.64964,60.84992,46.16609,57.06019,108.9,
17.99988,63.21756,48.2466,59.34552,45.52951,55.32407,110.3,
17.99988,63.31773,50.38559,59.72813,46.03226,55.94618,108.3,
17.99774,63.4189,51.23121,60.87849,45.39569,54.79962,108.2,
17.99561,63.48935,49.19889,59.57637,45.7827,55.2662,110,
17.99988,63.49136,48.27852,59.32288,45.35229,54.79239,113,
17.99988,63.37642,51.63377,60.9627,44.77358,53.9822,115.8,
25.19684,63.25259,50.62185,59.38117,49.06322,60.42028,117.3,
25.1947,63.10855,47.78419,59.7313,49.0162,59.28096,117,
25.19257,62.99651,50.65244,60.89725,48.37601,59.42202,116.3,
25.19684,62.85538,51.25809,59.31507,48.52069,58.57566,116.2,
25.1947,62.70621,49.01467,60.00076,48.54239,59.45457,116.4,
25.19684,62.58198,48.98868,60.80835,48.70153,59.3967,115.5,
25.19897,62.44336,51.55105,59.26606,48.65813,59.25202,115.2,
25.19897,62.30323,50.17662,60.24172,48.33261,58.68417,115.5,
25.20111,62.16061,47.79758,60.83372,48.46643,58.37312,115.5,
25.79712,62.00417,51.33046,59.15839,49.17535,60.15263,115.7,
25.79712,61.82319,50.85864,60.44778,49.02344,58.93374,116,
25.79498,61.68142,48.54369,60.78486,49.09939,59.30267,116.4,
25.79926,61.47179,49.50066,59.15628,49.32002,60.51794,116.7,
25.79926,61.25021,51.55894,60.64564,48.99088,60.1888,116.9,
25.79712,61.03019,49.78105,60.7282,49.2513,60.09114,116.6,
25.79712,60.79514,48.15553,59.19348,49.21875,59.42925,117.1,
25.79926,60.55442,51.45872,60.52842,49.00897,60.4673,116.3,
25.79712,60.31476,50.70025,60.68753,48.32899,59.6101,113.3,
23.99628,60.09817,48.30186,59.26527,47.18967,57.24826,111.3,
23.99841,59.91665,50.25737,60.35397,47.03776,58.5395,111.7,
24.00269,59.82869,51.1535,60.62573,48.16985,60.49624,110.3,
23.99628,59.90232,49.51359,59.77426,49.30555,63.02083,100.7,
11.99493,60.10854,49.1504,59.35274,43.41001,53.96774,95.1,
11.4032,60.28125,50.90284,60.55364,45.19676,55.61343,100.5,
11.4032,60.62553,50.48565,60.3073,37.64829,45.46441,96.7,
11.39893,60.97027,48.74341,59.0767,40.67202,49.06322,97.1,
11.39893,61.24389,50.30294,60.49694,41.42795,50.00362,97.7,
11.40106,61.36515,50.87305,60.4108,42.1875,51.56612,96.00001,
11.40106,61.33808,49.6515,59.73348,42.73003,52.52098,95.1,
11.40106,61.19437,49.03798,59.45235,43.34491,53.83753,97.3,
11.39893,60.90623,50.84743,60.37389,43.18576,53.8954,94.4,
11.40106,60.66393,50.35526,60.16774,44.5421,56.00043,92.1,
11.4032,60.30214,49.06894,59.94432,46.97627,59.80179,88.4,
7.602844,59.81879,49.96487,59.86099,47.74305,60.38411,83.9,
3.800354,59.57236,50.80023,59.89886,41.86198,49.94213,82.3,
3.800354,59.57465,50.46866,59.94556,39.19271,48.77749,84.1,
0,59.56526,48.76131,60.10534,6.752749,0,83.7,
-4.272461E-03,59.41901,49.73272,60.16956,7.324219,1.034433,85,
14.99847,59.17278,50.83126,60.06379,5.711082,1.815683,83.8,
14.99634,59.2502,50.16273,59.98997,5.682147,0,80,
15.00061,59.61897,49.72215,60.05572,5.660446,0,79.8,
0,60.05157,49.73796,59.94155,5.740017,0,80.2,
10.68115,60.45337,50.05231,59.90218,5.83044,0,78.8,
14.99847,60.76256,50.08963,60.01496,5.87746,0,81.6,
15.00061,60.91773,50.08353,60.08592,5.899161,0,86,
15.00061,61.03215,49.91171,60.01274,5.938947,0,79.10001,
15.00061,61.17243,49.80583,60.03273,5.960648,0,79.5,
15.00061,60.36138,50.20843,59.99747,6.018518,0,79.00001,
14.99847,58.73241,50.32413,59.85954,6.072772,0,80.3,
15.00061,58.39539,49.97353,59.97347,6.090857,0,91.00001,
0,58.52931,49.36673,60.13688,6.058304,0,90.1,
0,58.70573,50.2079,60.13363,6.036603,0,92.2,
-0.4400635,58.92482,50.46429,59.55511,12.16724,7.986111,99.7,
16.79932,59.2482,49.91935,59.8245,38.32827,46.01418,96.50001,
11.81763,59.66161,49.07743,60.40051,38.36082,46.27459,91.8,
3.937073,60.06648,50.37645,60.40705,31.08,35.64815,91.10001,
0,60.44087,50.84386,59.42326,5.671296,0,91.9,
-1.708984E-02,60.6963,49.29199,59.82605,8.141638,1.298466,97.7,
13.7915,60.89386,49.1799,60.61844,42.84939,52.6331,100.5,
13.78937,61.07213,51.0875,60.01828,44.07552,53.58796,100.6,
13.78296,61.28732,50.33687,58.9322,43.68128,53.94604,100.1,
13.78937,61.49214,48.44549,60.57602,45.18953,55.55194,99.60001,
13.7915,61.58716,50.66939,60.25612,44.7338,54.58623,99.2,
13.78937,61.59156,50.71659,59.39437,44.52402,55.06728,98.1,
13.7851,61.40768,49.4697,60.24102,44.22743,54.55006,96.9,
13.78723,61.15202,49.45833,60.27264,45.03038,55.85938,95.4,
13.7915,60.94315,50.76485,60.08462,46.41927,59.15437,89.9,
13.29803,60.3544,50.21958,59.97174,51.1972,66.84028,81.3,
3.798218,59.41759,49.79214,59.99925,43.80064,52.69821,78.2,
3.80249,59.05798,49.56192,60.05838,38.93591,46.96904,79.00001,
3.800354,59.14711,50.28082,60.06365,38.16551,45.74653,78.2,
3.597412,59.37881,50.40162,59.93803,37.3083,44.86762,79.8,
0,59.76457,50.17688,59.97512,6.123409,0,80,
0,60.09155,49.15064,60.14365,6.159577,0,80.1,
0,60.42912,50.10967,59.9448,6.19213,0,80.3,
0,60.59627,50.73281,59.6363,6.246383,0,80.5,
0,60.68407,49.98107,59.96165,6.351274,0,80.8,
0,60.63918,48.08958,60.13477,6.575521,0.1157407,81.3,
-4.272461E-03,60.4322,50.67884,60.1783,7.324219,2.000145,83,
14.9942,60.10762,50.5348,60.0752,5.588108,0,78,
15.00275,59.95989,50.04093,59.9962,5.570023,0,76.9,
14.99847,60.02755,49.99261,59.98346,5.566406,0,76.5,
0,60.03843,49.99053,59.99512,5.548322,0,76.8,
0,59.9854,50.01332,60.03357,5.533854,0,76.8,
0,59.99159,50.00194,60.0031,5.515769,0,76.7,
0,60.01344,49.99419,59.99381,5.504919,0,76.7,
0,60.00839,49.99854,60.00974,5.483218,0,76.7,
0,59.99847,50.00883,59.98582,5.4579,0,76.7,
0,60.00787,49.99627,59.97469,5.454282,0,76.60001,
0,60.01609,50.01105,59.98656,5.447049,0,76.5,
0,59.99224,49.99573,60.01592,5.443432,0,76.5,
0,60.03916,50.01153,59.98936,5.421731,0,76.5,
0,60.05196,50.01136,60.01866,5.392795,0,76.4,
0,59.99252,50.0039,60.00022,5.374711,0,76.4,
0,59.97997,49.99952,59.99232,5.356626,0,76.3,
0,60.04891,50.00632,60.01337,5.327691,0,76.2,
0,59.96147,49.99204,60.00656,5.295139,0,76.1,
0,59.95213,49.99842,59.99593,5.255353,0,76.1,
0,60.03047,50.01309,59.99852,5.226418,0,76,
0,60.01378,49.99171,59.99762,5.164931,0,76,
0,59.96135,49.99581,59.97796,5.09621,0,76.5,
0,59.97447,50.00409,60.01666,5.078125,0,76.4,
0,60.06973,50.00017,60.0067,5.056424,0,76.2,
0,60.01554,49.99268,59.98403,5.063657,0,75.7,
15.00061,59.93824,49.99335,60.02112,5.056424,0,74.9,
0,59.98456,49.98977,59.99406,5.070891,0,74.9,
0,60.06177,50.00592,60.02417,5.078125,0,74.6,
0,59.94844,50.00245,59.98014,5.081742,0,74.9,
0,59.93919,49.98971,60.00907,5.078125,0,74.9,
0,60.04086,49.99145,60.00674,5.078125,0,74.8,
0,60.04293,49.9958,59.99191,5.074508,0,74.8,
0,59.9395,50.00753,59.98256,5.074508,0,74.9,
0,59.9441,49.99694,59.99552,5.074508,0,75.2,
0,60.06241,49.99413,60.01311,5.085359,0,74.8,
0,60.01699,50.00725,60.00624,5.088975,0,74.7,
0,59.92311,50.00416,59.99551,5.09621,0,75,
0,60.00034,49.9967,60.00543,5.10706,0,74.7,
0,60.08532,49.97775,59.987,5.110677,0,75.10001,
0,59.97449,50.00903,60.02008,5.110677,0,74.9,
0,59.94621,50.01183,59.98721,5.103443,0,74.9,
0,60.04427,50.00245,60.0149,5.10706,0,74.9,
0,60.03766,50.0078,60.00346,5.103443,0,74.8,
0,59.93465,49.99865,59.99793,5.092593,0,74.9,
0,59.96449,49.99574,60.01473,5.103443,0,75,
0,60.07363,49.99716,60.01233,5.092593,0,74.7,
0,60.03595,50.01062,59.98857,5.088975,0,74.9,
0,59.8989,50.00982,59.99473,5.088975,0,75,
0,59.99173,49.99069,60.00385,5.088975,0,74.7,
0,60.11578,50.0061,59.97313,5.092593,0,75.3,
0,59.96877,50.02327,60.00706,5.099826,0,74.9,
0,59.90766,49.99147,59.9787,5.092593,0,75.10001,
0,60.04976,49.99636,60.01834,5.10706,0,74.7,
0,60.09178,50.00687,60.0072,5.117911,0,74.9,
0,59.94144,50.00449,60.01092,5.117911,0,75.10001,
0,59.9118,50.00121,59.99823,5.125144,0,74.9,
0,60.05711,50.00398,60.00193,5.128762,0,74.8,
0,60.05784,49.99518,59.99635,5.132379,0,74.8,
0,59.95003,49.98746,60.01455,5.139612,0,74.8,
0,59.94548,50.01647,60.01223,5.139612,0,75,
0,60.08661,50.00214,59.992,5.143229,0,75,
0,60.02567,49.98697,60.01855,5.143229,0,74.7,
