Linespeed,Extrspeed_1,Extrtemp_1,Extrtempbarr_1_1,Extrpressure_1_1,Extrpressure_1_2,Extrtempstock_1,PLCtime
0,0,70.16173,44.95104,0,0,74.4,
0,0,70.00064,44.99529,0,0,74.5,
0,0,69.8562,45.10601,0,0,74.5,
0,0,70.01908,45.23979,0,0,74.4,
0,0,70.15377,44.43179,0,0,74.4,
0,0,69.89492,43.51329,0,0,74.5,
0,0,69.88356,44.83311,0,0,74.5,
0,0,70.10784,45.05216,0,0,74.6,
0,0,70.0848,45.04729,0,0,74.5,
0,0,69.86038,45.07172,0,0,74.5,
0,0,69.91269,45.05318,0,0,74.5,
0,0,70.17587,44.86175,0,0,74.5,
0,0,70.01416,44.92387,0,0,74.5,
0,0,69.8537,45.02216,0,0,74.5,
0,0,70.03932,45.04217,0,0,74.5,
0,0,70.15061,45.19381,0,0,74.6,
0,0,69.95918,45.3618,0,0,74.5,
0,0,69.88834,43.91085,0,0,74.5,
0,0,70.06866,41.83174,0,0,74.6,
0,0,70.09063,45.05851,0,0,74.5,
0,0,69.90728,45.04516,0,0,74.5,
0,0,69.89772,45.0386,0,0,74.5,
0,0,70.15018,45.04287,0,0,74.5,
0,0,70.0463,45.0435,0,0,74.5,
0,0,69.867,45.01894,0,0,74.6,
0,0,69.96007,45.01167,0,0,74.5,
0,0,70.13403,44.92408,0,0,74.5,
0,0,69.97472,44.93073,0,0,74.5,
0,0,69.83951,44.93799,0,0,74.5,
0,0,70.05849,44.99549,0,0,74.5,
0,0,70.0942,45.06804,0,0,74.5,
0,0,69.94122,45.29499,0,0,74.6,
0,0,69.86314,44.85447,0,0,74.6,
0,0,70.13686,43.51046,0,0,74.5,
0,0,70.0999,43.33596,0,0,74.6,
0,0,69.92442,45.06903,0,0,74.6,
0,0,69.88702,45.05796,0,0,74.6,
0,0,70.14633,45.05578,0,0,74.6,
0,0,70.07199,45.03344,0,0,74.6,
0,0,69.88417,45.01305,0,0,74.6,
0,0,69.91914,45.01521,0,0,74.6,
0,0,70.18198,45.01299,0,0,74.6,
0,0,70.00397,44.99028,0,0,74.7,
0,0,69.84437,44.97399,0,0,74.6,
0,0,70.03548,44.97021,0,0,74.5,
0,0,70.15798,44.94733,0,0,74.6,
0,0,69.91184,44.96149,0,0,74.6,
0,0,69.85025,44.96802,0,0,74.6,
0,0,70.1292,45.02646,0,0,74.6,
0,0,70.08788,45.24215,0,0,74.6,
0,0,69.84191,45.2445,0,0,74.5,
0,0,69.97139,44.06257,0,0,74.6,
0,0,70.14415,43.04641,0,0,74.6,
0,0,70.00723,44.93019,0,0,74.6,
0,0,69.8504,45.17482,0,0,74.8,
0,0,70.05489,45.33206,0,0,74.7,
0,0,70.1394,44.10807,0,0,74.6,
0,0,69.92113,41.88438,0,0,74.8,
0,0,69.89285,45.06188,0,0,74.7,
0,0,70.12215,45.03738,0,0,74.8,
0,0,70.06527,45.02262,0,0,74.6,
0,0,69.88342,45.00919,0,0,74.7,
0,0,69.92657,45.00761,0,0,74.7,
0,0,70.18841,44.98246,0,0,74.7,
0,0,69.97777,44.96875,0,0,74.9,
0,0,69.86808,44.9626,0,0,74.7,
0,0,70.03159,44.96453,0,0,74.7,
0,0,70.1456,45.00573,0,0,74.9,
0,0,69.89027,45.15011,0,0,74.7,
0,0,69.88607,45.24375,0,0,74.7,
0,0,70.1541,44.3632,0,0,74.7,
0,0,70.07115,41.72016,0,0,74.7,
0,0,69.83965,45.05599,0,0,74.7,
0,0,70.01343,45.05721,0,0,74.7,
0,0,70.16461,45.03985,0,0,74.7,
0,0,69.94907,45.03592,0,0,74.8,
0,0,69.85131,45.04422,0,0,74.6,
0,0,70.08342,45.02597,0,0,74.8,
0,0,70.10957,44.95055,0,0,74.7,
0,0,69.87024,44.94563,0,0,74.6,
0,0,69.93079,44.96272,0,0,74.8,
0,0,70.15044,44.99873,0,0,74.6,
0,0,70.0609,45.15816,0,0,74.7,
0,0,69.8008,45.29056,0,0,74.7,
0,0,69.99572,44.26628,0,0,74.7,
0,0,70.16093,42.87668,0,0,74.6,
0,0,69.96739,45.06322,0,0,74.6,
0,0,69.86311,45.16967,0,0,74.8,
0,0,70.07437,45.30547,0,0,74.8,
0,0,70.13405,44.23529,0,0,74.8,
0,0,69.90926,41.62452,0,0,74.7,
0,0,69.87179,45.05295,0,0,74.7,
0,0,70.1127,45.0498,0,0,74.7,
0,0,70.07773,45.0568,0,0,74.8,
0,0,69.87179,45.02889,0,0,74.7,
0,0,69.92447,45.02175,0,0,74.7,
0,0,70.15032,45.01549,0,0,74.7,
0,0,70.02521,44.99111,0,0,74.6,
0,0,69.81897,44.95893,0,0,74.6,
0,0,70.04585,44.93992,0,0,74.7,
0,0,70.14442,44.95223,0,0,74.8,
0,0,69.92156,45.01475,0,0,74.7,
0,0,69.86948,45.18501,0,0,74.7,
0,0,70.13271,45.31313,0,0,74.8,
0,0,70.09521,44.0464,0,0,74.6,
0,0,69.83733,42.79736,0,0,74.7,
0,0,69.95323,44.32612,0,0,74.8,
0,0,70.183,45.06768,0,0,74.7,
0,0,70.01087,45.07915,0,0,74.8,
0,0,69.85693,45.07107,0,0,74.7,
0,0,70.04914,45.01845,0,0,74.6,
0,0,70.14201,45.01151,0,0,74.6,
0,0,69.90019,44.99549,0,0,74.6,
0,0,69.91418,44.96296,0,0,74.6,
0,0,70.14877,44.97771,0,0,74.8,
0,0,70.03287,44.94699,0,0,74.8,
0,0,69.85003,44.95111,0,0,74.8,
0,0,70.02634,45.01281,0,0,74.8,
0,0,70.1662,45.13243,0,0,74.8,
0,0,69.92194,45.3422,0,0,74.7,
0,0,69.87515,44.21475,0,0,74.7,
0,0,70.12938,43.13813,0,0,74.9,
0,0,70.1049,45.05676,0,0,74.8,
0,0,69.85203,45.06483,0,0,74.8,
0,0,69.93258,45.04855,0,0,74.7,
0,0,70.15248,45.03029,0,0,74.8,
0,0,70.00185,45.03188,0,0,74.7,
0,0,69.83746,45.00456,0,0,74.8,
0,0,70.04734,44.98766,0,0,74.7,
0,0,70.13393,44.97524,0,0,74.7,
0,0,69.91605,44.99121,0,0,74.7,
0,0,69.90401,44.96468,0,0,74.8,
0,0,70.1767,44.97255,0,0,74.9,
0,0,70.06688,45.00307,0,0,74.8,
0,0,69.8577,45.09734,0,0,74.7,
0,0,69.9708,45.26408,0,0,74.8,
0,0,70.1635,44.48484,0,0,74.5,
0,0,69.96791,43.47982,0,0,74.7,
0,0,69.87537,45.02605,0,0,74.7,
0,0,70.04178,45.16564,0,0,74.9,
0,0,70.1199,45.2306,0,0,74.9,
0,0,69.90886,44.49958,0,0,74.5,
0,0,69.83313,42.60988,0,0,74.6,
0,0,70.18404,45.05105,0,0,74.7,
0,0,70.04556,45.04949,0,0,74.6,
0,0,69.84994,45.01201,0,0,74.7,
0,0,69.98689,44.99874,0,0,74.7,
0,0,70.15347,44.99166,0,0,74.7,
0,0,69.93861,44.99531,0,0,74.7,
0,0,69.82204,44.99114,0,0,74.8,
0,0,70.14494,45.0279,0,0,74.9,
0,0,70.07973,45.16998,0,0,74.9,
0,0,69.87413,45.27243,0,0,74.7,
0,0,69.92561,44.32315,0,0,74.7,
0,0,70.16434,41.3914,0,0,74.8,
0,0,70.0389,45.07146,0,0,74.7,
0,0,69.82578,45.06316,0,0,74.6,
0,0,70.01611,45.06796,0,0,74.7,
0,0,70.16718,45.08661,0,0,74.8,
0,0,69.92451,44.9806,0,0,74.8,
0,0,69.85054,44.62468,0,0,74.7,
0,0,70.1773,45.02103,0,0,74.6,
0,0,70.08247,45.18501,0,0,74.8,
0,0,69.87711,45.33524,0,0,74.9,
0,0,69.96523,44.15645,0,0,74.7,
0,0,70.13953,41.1929,0,0,74.9,
0,0,69.97253,45.05709,0,0,74.9,
0,0,69.83073,45.06507,0,0,74.9,
0,0,70.08792,45.00757,0,0,74.8,
0,0,70.14139,44.99413,0,0,74.8,
0,0,69.88726,44.99334,0,0,74.9,
0,0,69.9466,44.98519,0,0,74.8,
0,0,70.11779,44.981,0,0,74.9,
0,0,70.0509,45.02705,0,0,74.9,
0,0,69.78566,45.12243,0,0,74.9,
0,0,70.02289,45.24969,0,0,74.8,
0,0,70.16745,44.5013,0,0,74.9,
0,0,69.9097,42.00304,0,0,74.8,
0,0,69.87379,45.07047,0,0,74.8,
0,0,70.15575,45.06678,0,0,74.7,
0,0,70.04137,45.03714,0,0,74.6,
0,0,69.82804,45.04265,0,0,74.7,
0,0,69.97971,45.04158,0,0,74.8,
0,0,70.18323,45.02495,0,0,74.9,
0,0,69.92978,44.93784,0,0,74.8,
0,0,69.8926,44.94767,0,0,74.8,
0,0,70.11482,44.96201,0,0,74.8,
0,0,70.06245,44.97572,0,0,74.6,
0,0,69.86066,45.19828,0,0,74.7,
0,0,69.89922,45.29365,0,0,74.8,
0,0,70.18527,44.1747,0,0,74.8,
0,0,70.04492,42.61324,0,0,74.8,
0,0,69.85525,45.08333,0,0,74.8,
0,0,69.97002,45.29628,0,0,74.9,
0,0,70.18365,45.14325,0,0,75,
0,0,69.94367,43.75385,0,0,74.9,
0,0,69.85807,44.16222,0,0,75,
0,0,70.08677,45.12544,0,0,75.10001,
0,0,70.08604,45.26676,0,0,75,
0,0,69.87693,44.69112,0,0,74.9,
0,0,69.90874,42.22853,0,0,74.9,
0,0,70.17706,45.05678,0,0,74.8,
0,0,70.01886,45.12838,0,0,74.9,
0,0,69.8381,45.23821,0,0,74.9,
0,0,69.9963,44.49213,0,0,75,
0,0,70.17439,41.48131,0,0,75,
0,0,69.92239,45.06461,0,0,74.8,
0,0,69.851,45.05433,0,0,75,
0,0,70.12874,45.10912,0,0,75,
0,0,70.10184,45.15657,0,0,74.9,
0,0,69.8923,44.66879,0,0,74.9,
0,0,69.9365,45.01678,0,0,74.9,
0,0,70.16875,45.088,0,0,75,
0,0,69.98521,45.27806,0,0,75,
0,0,69.83051,44.1774,0,0,75,
0,0,70.0758,43.47915,0,0,74.9,
0,0,70.1084,45.06735,0,0,75,
7.11792,0,69.89433,45.25019,0,0,74.8,
7.102966,0,69.88969,45.11569,0,0,74.8,
7.102966,0,70.14764,44.09322,0,0,74.9,
7.138855,0,70.03752,44.99558,0,0,75,
9.136658,0,69.82384,45.0416,0,0,75,
8.125793,0,70.04857,45.00519,0,0,75,
8.122803,0,70.16247,44.98708,0,0,74.9,
8.134766,0,69.92352,45.00238,0,0,75,
8.059998,0,69.88142,44.99575,0,0,74.9,
8.03009,0,70.11188,45.05288,0,0,75.10001,
9.085815,0,70.08714,45.21344,0,0,74.9,
9.06189,0,69.85601,45.3117,0,0,74.9,
9.166565,0,69.93958,43.69934,0,0,74.9,
10.44958,0,70.18018,41.75465,0,0,74.9,
6.184814,0,69.98994,45.06306,0,0,74.9,
6.20575,0,69.83359,45.02656,0,0,74.8,
6.226685,0,70.02501,45.0055,0,0,75,
6.244629,0,70.15678,44.99339,0,0,75,
6.217712,0,69.9081,45.01171,0,0,75,
6.163879,0,69.87236,44.97614,0,0,75,
6.154907,0,70.142,44.97559,0,0,75,
6.169861,0,70.08678,45.02519,0,0,75,
6.20575,0,69.83264,45.16666,0,0,75,
6.181824,0,69.98466,45.24464,0,0,75,
6.16687,0,70.16745,44.29252,0,0,74.8,
6.199768,0,69.97944,42.99047,0,0,74.9,
6.122009,0,69.83743,45.05854,0,0,74.9,
6.157898,0,70.08141,45.07117,0,0,74.9,
6.181824,0,70.14091,45.05695,0,0,74.9,
6.202759,0,69.85566,45.04292,0,0,74.9,
6.20874,0,69.91365,45.02087,0,0,75,
6.202759,0,70.15741,45.02385,0,0,75,
6.184814,0,70.01474,44.94926,0,0,74.9,
6.125,0,69.80706,44.9321,0,0,75.10001,
6.181824,0,70.04749,44.92959,0,0,75,
6.122009,0,70.13228,44.99483,0,0,74.9,
6.175842,0,69.88384,45.16242,0,0,74.9,
6.181824,0,69.87813,45.24737,0,0,75.10001,
6.193787,0,70.16332,44.22841,0,0,74.9,
3.134277,0,70.0438,42.05781,0,0,75,
3.044556,0,69.82576,45.09195,0,0,75,
3.128296,0,70.0185,45.07193,0,0,75,
3.119324,0,70.14215,45.04243,0,0,74.9,
4.154114,0,69.92912,45.02706,0,0,74.9,
5.141052,0,69.85266,45.01622,0,0,74.9,
5.17395,0,70.14315,45.05815,0,0,74.7,
5.120117,0,70.06031,44.95678,0,0,74.8,
5.170959,0,69.82112,44.94909,0,0,74.9,
5.179932,0,70.00127,44.97505,0,0,74.8,
4.163086,0,70.18062,45.08319,0,0,74.6,
4.154114,0,69.98443,45.23054,0,0,74.8,
4.100281,0,69.85745,44.39628,0,0,74.9,
4.192993,0,70.09698,43.1227,0,0,74.7,
4.13916,0,70.11002,44.30696,0,0,74.6,
4.136169,0,69.8682,45.14132,0,0,74.6,
4.148132,0,69.94582,45.25246,0,0,74.6,
4.13916,0,70.16089,44.61699,0,0,74.7,
4.160095,0,70.05135,42.67262,0,0,74.6,
4.124207,0,69.83276,45.05907,0,0,74.6,
4.201965,0,70.0061,45.02452,0,0,74.5,
4.121216,0,70.14513,45.01027,0,0,74.8,
4.2229,0,69.9441,44.99659,0,0,74.8,
4.085327,0,69.83903,44.99039,0,0,74.8,
4.198975,0,70.11198,44.98387,0,0,74.6,
4.160095,0,70.10285,44.97931,0,0,74.8,
4.13916,0,69.87245,45.07462,0,0,74.7,
4.13916,0,69.8972,45.30365,0,0,74.7,
4.130188,0,70.18095,44.89168,0,0,74.8,
4.204956,0,70.03928,43.3,0,0,74.7,
4.145142,0,69.83259,42.92435,0,0,74.7,
4.198975,0,70.01925,45.08212,0,0,74.8,
4.175049,0,70.14275,45.05392,0,0,74.7,
4.198975,0,69.97958,45.04723,0,0,74.6,
4.133179,0,69.79317,45.03263,0,0,74.8,
4.136169,0,70.1287,45.02422,0,0,74.7,
4.145142,0,70.12204,44.99209,0,0,74.9,
4.09729,0,69.86483,44.97451,0,0,74.9,
4.18103,0,69.9585,44.95034,0,0,74.7,
4.112244,0,70.15154,44.96302,0,0,74.8,
4.172058,0,70.00019,44.98371,0,0,74.8,
4.17804,0,69.81335,45.07985,0,0,74.8,
4.130188,0,70.11767,45.27639,0,0,75,
4.240845,0,70.10991,44.85567,0,0,74.9,
4.124207,0,69.89105,43.06969,0,0,75,
4.187012,0,69.92865,42.14381,0,0,75,
4.160095,0,70.15115,45.07006,0,0,75,
4.148132,0,70.01588,45.05475,0,0,74.7,
4.163086,0,69.82611,45.02346,0,0,74.9,
4.160095,0,70.05799,45.00474,0,0,74.9,
4.172058,0,70.1236,44.98731,0,0,75.2,
4.166077,0,69.91966,44.98225,0,0,75,
6.193787,0,69.85106,44.9649,0,0,75.2,
6.190796,0,70.15607,44.97687,0,0,74.9,
6.199768,0,70.08604,45.00489,0,0,74.8,
6.220703,0,69.86862,45.14409,0,0,74.9,
6.157898,0,69.93023,45.1958,0,0,75,
6.181824,0,70.16721,44.42726,0,0,74.8,
6.169861,0,70.02122,42.02069,0,0,74.9,
6.226685,0,69.83458,45.06466,0,0,74.8,
3.107361,0,70.04979,45.05175,0,0,74.9,
6.175842,0,70.1449,45.01189,0,0,74.9,
6.169861,0,69.95612,45.00848,0,0,74.9,
6.163879,0,69.84333,44.99346,0,0,75,
6.202759,0,70.11069,44.98633,0,0,74.9,
6.199768,0,70.11038,44.97072,0,0,74.8,
6.175842,0,69.88551,45.00789,0,0,74.8,
6.181824,0,69.91641,45.12789,0,0,75,
6.163879,0,70.18193,45.22501,0,0,74.8,
6.190796,0,70.0278,44.5316,0,0,75,
6.148926,0,69.82008,42.40221,0,0,75.10001,
6.160889,0,70.03976,45.06702,0,0,75.10001,
6.190796,0,70.13871,45.05447,0,0,74.8,
6.241638,0,69.937,45.0332,0,0,74.9,
6.187805,0,69.87029,44.99826,0,0,74.8,
6.202759,0,70.09698,44.97976,0,0,74.8,
6.196777,0,70.11811,44.99226,0,0,74.9,
6.172852,0,69.84655,44.96746,0,0,74.8,
6.169861,0,69.94039,44.97709,0,0,74.7,
6.196777,0,70.17238,45.00574,0,0,75.10001,
6.196777,0,70.01649,45.16917,0,0,75,
6.157898,0,69.82822,45.26428,0,0,74.9,
6.196777,0,70.06426,44.27186,0,0,75,
6.217712,0,70.13776,41.53074,0,0,75,
6.184814,0,69.90459,45.09524,0,0,75,
6.184814,0,69.88475,45.06858,0,0,74.9,
6.259583,0,70.16058,45.03394,0,0,74.8,
6.20874,0,70.04487,45.03801,0,0,75.10001,
6.157898,0,69.85803,45.01009,0,0,75.2,
6.193787,0,69.99566,45.02383,0,0,75.2,
6.193787,0,70.14745,44.97161,0,0,75,
6.175842,0,69.97687,44.97879,0,0,75,
6.220703,0,69.80172,44.96621,0,0,75,
6.175842,0,70.07635,44.95359,0,0,75,
6.199768,0,70.12624,44.987,0,0,75.2,
6.172852,0,69.91514,45.07531,0,0,75.2,
6.116028,0,69.89811,45.22846,0,0,75.10001,
6.163879,0,70.14124,44.5981,0,0,75.2,
6.181824,0,70.06141,43.08664,0,0,75.10001,
6.175842,0,69.81271,42.86192,0,0,75.10001,
6.193787,0,70.02598,45.19829,0,0,75.10001,
6.148926,0,70.18277,45.40263,0,0,75.2,
6.16687,0,69.91787,44.18575,0,0,75.3,
6.127991,0,69.9003,42.15867,0,0,75.2,
3.122314,0,70.16346,45.08755,0,0,75,
3.122314,0,70.07453,45.06329,0,0,75.10001,
6.184814,0,69.83828,45.07816,0,0,75.10001,
6.190796,0,70.00459,45.16082,0,0,75.4,
6.193787,0,70.15638,44.91874,0,0,75.2,
6.178833,0,69.95633,45.00365,0,0,75.2,
6.163879,0,69.80814,45.04637,0,0,75.10001,
6.172852,0,70.11677,45.23527,0,0,75.2,
6.217712,0,70.10675,45.25006,0,0,75.3,
6.196777,0,69.89526,43.62234,0,0,75.4,
6.148926,0,69.88911,44.13655,0,0,75.3,
6.178833,0,70.15743,45.11761,0,0,75.2,
6.154907,0,70.07979,45.29591,0,0,75.4,
6.154907,0,69.83316,44.56523,0,0,75.2,
6.136963,0,69.99396,42.31628,0,0,75.2,
6.163879,0,70.16554,45.03337,0,0,75.2,
6.163879,0,69.98384,45.13594,0,0,75.3,
6.181824,0,69.81448,45.32543,0,0,75.4,
6.154907,0,70.15912,44.31001,0,0,75.4,
6.172852,0,70.08209,41.4575,0,0,75.3,
6.157898,0,69.85133,45.08128,0,0,75.3,
6.181824,0,69.9665,45.0906,0,0,75.10001,
6.196777,0,70.14923,45.06237,0,0,75.3,
6.178833,0,69.99998,45.02854,0,0,75.2,
6.184814,0,69.82744,45.01444,0,0,75.2,
6.086121,0,70.06365,44.99812,0,0,75.3,
6.172852,0,70.14636,44.98999,0,0,75.5,
6.184814,0,69.89462,44.96972,0,0,75.5,
6.130981,0,69.86277,44.9392,0,0,75.4,
6.160889,0,70.15569,44.9686,0,0,75.4,
6.130981,0,70.07214,45.01781,0,0,75.4,
6.157898,0,69.81978,45.25052,0,0,75.5,
6.136963,0,70.0006,45.15331,0,0,75.6,
6.130981,0,70.15495,43.92358,0,0,75.5,
6.181824,0,69.97102,40.85685,0,0,75.4,
6.145935,0,69.8475,45.07197,0,0,75.3,
6.142944,0,70.03349,45.0613,0,0,75.4,
6.133972,0,70.13698,45.05245,0,0,75.5,
6.139954,0,69.88986,45.02662,0,0,75.5,
6.16687,0,69.8893,45.01077,0,0,75.5,
6.160889,0,70.15372,44.98425,0,0,75.5,
6.104065,0,70.06508,44.94947,0,0,75.4,
6.187805,0,69.8706,44.95517,0,0,75.5,
6.139954,0,69.92039,44.9495,0,0,75.6,
6.059204,0,70.20107,44.97203,0,0,75.7,
5.894714,0,69.9745,45.0723,0,0,75.6,
5.04834,0,69.82721,45.24622,0,0,75.7,
10.16547,0,70.13081,44.67416,0,0,75.4,
6.190796,0,70.10921,42.97287,0,0,75.6,
6.489868,0,69.88953,41.98851,0,0,75.6,
7.372131,0,69.90218,45.14911,0,0,75.6,
6.122009,0,70.14298,45.26193,0,0,75.7,
5.972473,0,70.05141,44.38113,0,0,75.7,
5.081238,0,69.82154,43.17477,0,0,75.7,
6.20874,0,70.02357,45.01237,0,0,75.7,
6.259583,0,70.1575,45.00517,0,0,75.7,
6.447998,0,69.9487,44.97711,0,0,75.7,
7.545593,0,69.87062,44.99397,0,0,75.7,
6.25061,0,70.12487,45.06202,0,0,75.7,
5.087219,0,70.10149,45.24556,0,0,75.5,
5.051331,0,69.86227,45.19244,0,0,75.7,
7.123901,0,69.87057,43.53457,0,0,75.8,
7.147827,0,70.17522,41.67973,0,0,75.7,
0,0,70.01264,45.07138,0,0,76.1,
0,0,69.85921,45.06501,0,0,76,
0,0,70.0113,45.03197,0,0,76.1,
0,0,70.1814,45.006,0,0,76.1,
0,0,69.95959,45.0084,0,0,75.9,
0,0,69.79889,44.98026,0,0,76,
0,0,70.09414,44.96603,0,0,76.1,
0,0,70.12605,44.97913,0,0,76,
0,0,69.90387,44.97129,0,0,76.1,
0,0,69.92054,45.01193,0,0,76.2,
0,0,70.16631,45.07387,0,0,76.2,
0,0,70.07825,45.28307,0,0,76.3,
0,0,69.83521,44.49079,0,0,76.2,
0,0,69.94068,42.85303,0,0,76.3,
0,0,70.18344,42.0266,0,0,76.4,
0,0,69.9609,45.08129,0,0,76.4,
0,0,69.78978,45.05701,0,0,76.4,
0,0,70.08234,45.02065,0,0,76.60001,
0,0,70.1534,45.02154,0,0,76.5,
0,0,69.90511,44.99376,0,0,76.7,
0,0,69.88602,44.98726,0,0,76.7,
0,0,70.11686,44.96703,0,0,76.60001,
0,0,70.06705,44.94802,0,0,76.7,
0,0,69.85704,44.97609,0,0,76.8,
0,0,69.93887,45.03247,0,0,76.7,
0,0,70.1916,45.20156,0,0,76.7,
0,0,69.99879,45.1911,0,0,76.8,
0,0,69.83259,43.64109,0,0,76.8,
0,0,70.06493,41.38516,0,0,76.8,
0,0,70.1423,45.06321,0,0,77,
0,0,69.91207,45.04727,0,0,77,
0,0,69.8692,45.01191,0,0,77,
0,0,70.16313,44.98298,0,0,77,
0,0,70.05783,44.97091,0,0,77.1,
0,0,69.83915,44.97659,0,0,77.2,
0,0,69.96339,44.9572,0,0,77.2,
0,0,70.19836,44.97946,0,0,77.3,
0,0,69.99538,45.03146,0,0,77.3,
0,0,69.82288,45.2499,0,0,77.4,
0,0,70.07677,45.20618,0,0,77.6,
0,0,70.16167,44.01009,0,0,77.7,
0,0,69.90568,42.7956,0,0,77.7,
0,0,69.87624,45.06021,0,0,77.7,
0,0,70.16417,45.08143,0,0,77.8,
0,0,70.06239,45.06937,0,0,77.9,
0,0,69.84345,45.03623,0,0,78,
0,0,69.985,45.05159,0,0,78,
0,0,70.19922,44.99684,0,0,78.1,
0,0,69.9773,44.99389,0,0,78.1,
0,0,69.82039,44.95462,0,0,78.1,
0,0,70.10493,44.9635,0,0,78.4,
0,0,70.12032,44.97795,0,0,78.3,
0,0,69.87782,45.02487,0,0,78.4,
0,0,69.88377,45.21989,0,0,78.6,
0,0,70.15227,45.21996,0,0,78.6,
0,0,70.07406,43.93044,0,0,78.7,
0,0,69.85509,42.75809,0,0,78.9,
0,0,69.94171,43.79705,0,0,79.00001,
0,0,70.16753,45.32064,0,0,79.2,
0,0,70.02242,45.25421,0,0,79.2,
0,0,69.84039,43.35144,0,0,79.2,
0,0,69.98534,45.02037,0,0,79.4,
0,0,70.18127,45.00594,0,0,79.5,
0,0,69.9404,44.99906,0,0,79.6,
0,0,69.85229,45.02899,0,0,79.8,
0,0,70.09162,45.17578,0,0,79.7,
0,0,70.11852,45.40265,0,0,79.9,
0,0,69.91019,44.17698,0,0,80.1,
0,0,69.89032,42.90032,0,0,80.2,
0,0,70.1534,43.80378,0,0,80.5,
0,0,70.08459,45.18216,0,0,80.60001,
24.00055,0,69.83019,45.34379,0,0,80.60001,
24.00055,0,69.93945,44.15366,0,0,80.9,
24.00055,0,70.16041,41.9119,0,0,81,
24.02148,0,70.02289,45.05681,0,0,81.2,
23.9856,0,69.86581,45.13572,0,0,81.6,
23.99756,0,70.0051,45.23783,0,0,81.7,
24.02747,7.998779,70.13229,44.43719,0,0,82.10001,
23.99457,7.998779,69.97812,43.2403,0,0,82.5,
23.99756,8.000824,69.83488,45.08077,0,0,83.10001,
24.00952,8.000824,70.04709,45.15486,0,0,86.4,
23.9856,7.998779,70.10135,45.23974,0,0,93,
24.03943,0,69.91393,44.32803,0,0,92.7,
24.00354,0,69.9204,42.92464,0,0,93.60001,
23.78821,0,70.07973,42.43381,0,0,95,
23.88092,0,69.99969,45.28754,0,0,98.3,
18.72791,24.24579,69.91604,45.42625,16.19285,35.71144,98.3,
22.10144,12.62997,70.06271,43.68843,19.67593,43.28161,91.60001,
21.90106,8.833008,70.07364,41.7792,19.1985,42.25622,89.4,
22.1134,7.961975,69.89528,45.658,19.48785,43.21832,87.7,
22.02069,7.393555,70.01878,44.72443,19.56742,43.00311,87.2,
22.04462,7.025513,70.08475,41.57792,19.87847,44.63614,87.1,
21.72461,6.82309,69.94866,45.73795,19.90379,43.75,87.3,
21.84723,6.837402,69.92652,45.1249,19.88209,43.45884,87.2,
21.82031,6.835358,70.1086,41.85384,19.93996,44.01584,87.3,
21.73657,6.839447,70.04681,45.80832,19.87847,44.81337,87.2,
21.72162,6.839447,69.88252,45.29881,19.76273,44.87666,87.1,
21.97882,6.837402,70.01727,42.82822,19.75911,44.49689,87.1,
21.78143,6.837402,70.11902,45.79628,19.73741,44.0918,87.2,
22.0506,6.839447,69.92669,45.19164,19.88571,43.82596,87.2,
22.05359,6.837402,69.90091,43.55907,19.98698,43.59809,87.2,
21.87415,6.837402,70.1357,45.69513,19.90741,44.07914,87.2,
21.97284,6.837402,70.008,45.28823,19.92188,44.88932,87.2,
21.62592,6.839447,69.90567,43.86698,19.7989,44.90199,87.1,
21.89209,6.837402,70.06931,43.70168,19.73018,44.61082,87.1,
21.99377,6.837402,70.095,45.37115,19.99783,44.5855,87,
21.56012,6.839447,69.92295,43.85281,19.97613,43.97787,86.8,
21.82928,6.839447,69.93373,42.25169,20.07379,43.99052,86.5,
21.62292,6.837402,70.1205,45.57626,20.23655,44.93996,85.9,
18.26135,5.698517,70.03735,44.27341,19.29977,43.01577,85.5,
18.22845,5.698517,69.8959,41.52023,19.20935,42.53472,85.6,
18.14471,5.698517,70.01997,45.6669,19.04297,42.09165,85.7,
15.63849,4.845886,70.08005,45.13431,18.16406,40.35735,85.9,
13.20105,3.987122,69.96399,42.05599,17.28877,39.71173,86.7,
21.81433,6.837402,69.95634,45.80337,20.09549,44.33232,87.4,
21.76947,6.839447,70.04536,45.31079,19.92911,43.66138,87.3,
22.04163,6.837402,70.02879,42.8487,19.85677,43.69936,87.4,
22.33472,6.837402,69.92558,45.81522,19.9906,44.81337,87.4,
22.02069,6.837402,70.02171,45.21482,20.01953,45.10453,87.3,
21.87714,6.839447,70.04445,43.38086,20.01953,45.05389,87.3,
21.8891,6.839447,69.97771,45.8297,20.08825,45.04123,87.5,
22.12836,6.837402,69.98591,45.20675,20.08825,44.59816,87.4,
22.05957,6.839447,70.03807,43.69059,20.14612,44.19307,87.3,
22.00275,6.837402,69.96185,45.66409,20.22931,43.91457,87.4,
22.08948,6.835358,69.95267,45.24832,20.19676,44.39561,87.5,
22.0177,6.837402,70.03643,43.86362,20.27271,45.45898,87.3,
21.99976,6.839447,70.03054,44.73231,20.34143,45.69951,87.5,
22.23901,6.837402,69.92052,45.29999,20.32697,45.56026,87.5,
22.08649,6.837402,70.01408,44.00243,20.14974,44.85135,87.4,
21.73358,6.839447,70.02444,43.70803,20.24016,44.45892,87.5,
22.00574,6.837402,69.99461,45.3715,20.14612,44.07914,87.6,
21.84424,6.837402,69.98173,44.06229,20.13889,44.52221,87.6,
22.07153,6.837402,70.01119,42.97589,20.07379,45.21846,87.6,
